,index,Pearson correlation,Gene,Slide,Method
1264,ADGRG6,0.0344959382417527,ADGRG6,CID4290,HisToGene
1265,HIVEP2,0.0196037285097981,HIVEP2,CID4290,HisToGene
1266,AIG1,0.1403181514527854,AIG1,CID4290,HisToGene
1267,PEX3,0.1170939496182396,PEX3,CID4290,HisToGene
1268,FUCA2,0.0640949275429571,FUCA2,CID4290,HisToGene
1269,LTV1,0.0560928484323779,LTV1,CID4290,HisToGene
1270,SF3B5,0.1297838092882443,SF3B5,CID4290,HisToGene
1271,SASH1,0.1032463760705463,SASH1,CID4290,HisToGene
1272,MTHFD1L,0.0229329721239593,MTHFD1L,CID4290,HisToGene
1273,FNDC1,0.0021545879370146,FNDC1,CID4290,HisToGene
1274,PDCD2,0.1263963927091193,PDCD2,CID4290,HisToGene
1275,LFNG,0.1674360330469295,LFNG,CID4290,HisToGene
1276,GLCCI1,0.050534760759412,GLCCI1,CID4290,HisToGene
1277,PHF14,0.0951478178576453,PHF14,CID4290,HisToGene
1278,TSPAN13,0.2121041000390421,TSPAN13,CID4290,HisToGene
1279,AGR2,0.1087242425674671,AGR2,CID4290,HisToGene
1280,GPNMB,-0.0085501383548687,GPNMB,CID4290,HisToGene
1281,TRIL,0.1337792605967926,TRIL,CID4290,HisToGene
1282,SFRP4,0.0002712148579837,SFRP4,CID4290,HisToGene
1283,H2AFV,0.1619458011965761,H2AFV,CID4290,HisToGene
1284,UPP1,-0.0193547481168803,UPP1,CID4290,HisToGene
1285,BAZ1B,0.0490748157674232,BAZ1B,CID4290,HisToGene
1286,CD36,0.0242750187953514,CD36,CID4290,HisToGene
1287,SEMA3C,0.1132215488508206,SEMA3C,CID4290,HisToGene
1288,COL1A2,0.025440599734176,COL1A2,CID4290,HisToGene
1289,TRIP6,-0.0126194233780765,TRIP6,CID4290,HisToGene
1290,ACHE,-0.0107801732311794,ACHE,CID4290,HisToGene
1291,SERPINE1,0.0041981030771194,SERPINE1,CID4290,HisToGene
1292,NUP205,0.0387597003145334,NUP205,CID4290,HisToGene
1293,PARP12,0.1017705571119131,PARP12,CID4290,HisToGene
1294,SSBP1,0.169908473948774,SSBP1,CID4290,HisToGene
1295,TRBC2,0.011380012730134,TRBC2,CID4290,HisToGene
1296,PIP,-0.0058627868879714,PIP,CID4290,HisToGene
1297,CNTNAP2,0.0003014259489378,CNTNAP2,CID4290,HisToGene
1298,EZH2,0.0561838232202217,EZH2,CID4290,HisToGene
1299,NUB1,0.1179986766364118,NUB1,CID4290,HisToGene
1300,PCM1,0.0886638958730961,PCM1,CID4290,HisToGene
1301,KIF13B,0.1514788140423711,KIF13B,CID4290,HisToGene
1302,ERLIN2,0.1077826484748953,ERLIN2,CID4290,HisToGene
1303,BRF2,0.0212217182875689,BRF2,CID4290,HisToGene
1304,ADGRA2,-0.0590421945258111,ADGRA2,CID4290,HisToGene
1305,RAB11FIP1,0.0866621157402512,RAB11FIP1,CID4290,HisToGene
1306,EIF4EBP1,0.1153049840376149,EIF4EBP1,CID4290,HisToGene
1307,ASH2L,0.1111572778745458,ASH2L,CID4290,HisToGene
1308,LSM1,0.1480583679426439,LSM1,CID4290,HisToGene
1309,PLPP5,0.1491676861700253,PLPP5,CID4290,HisToGene
1310,DDHD2,0.0896499298888859,DDHD2,CID4290,HisToGene
1311,FGFR1,0.0396922885260737,FGFR1,CID4290,HisToGene
1312,TM2D2,0.1018419813591457,TM2D2,CID4290,HisToGene
1313,HOOK3,-0.0195497813924481,HOOK3,CID4290,HisToGene
1314,CEBPD,-0.1479798020684739,CEBPD,CID4290,HisToGene
1315,ATP6V1H,0.0949433644717899,ATP6V1H,CID4290,HisToGene
1316,GGH,0.0720337160349665,GGH,CID4290,HisToGene
1317,RDH10,-0.0140532838761175,RDH10,CID4290,HisToGene
1318,E2F5,0.0751754847049716,E2F5,CID4290,HisToGene
1319,WWP1,0.1146923526036316,WWP1,CID4290,HisToGene
1320,RMDN1,0.0720355924382049,RMDN1,CID4290,HisToGene
1321,CPNE3,0.0866483475660101,CPNE3,CID4290,HisToGene
1322,INTS8,0.09498858901171,INTS8,CID4290,HisToGene
1323,TSPYL5,0.0304323012108526,TSPYL5,CID4290,HisToGene
1324,EIF3E,0.0814465159966805,EIF3E,CID4290,HisToGene
1325,ENY2,0.1143934055344111,ENY2,CID4290,HisToGene
1326,TRPS1,0.1107650471452629,TRPS1,CID4290,HisToGene
1327,RAD21,0.1191183186310322,RAD21,CID4290,HisToGene
1328,ATAD2,0.0322163172918094,ATAD2,CID4290,HisToGene
1329,FBXO32,0.0525309999559895,FBXO32,CID4290,HisToGene
1330,TATDN1,0.0762396964736586,TATDN1,CID4290,HisToGene
1331,NSMCE2,0.0250319009967763,NSMCE2,CID4290,HisToGene
1332,ASAP1,0.0745078186770359,ASAP1,CID4290,HisToGene
1333,NDRG1,0.1000298514165814,NDRG1,CID4290,HisToGene
1334,PSCA,0.1374595286850891,PSCA,CID4290,HisToGene
1335,GLI4,0.086757690476944,GLI4,CID4290,HisToGene
1336,TOP1MT,0.0193268448898811,TOP1MT,CID4290,HisToGene
1337,EPPK1,-0.021770054817121,EPPK1,CID4290,HisToGene
1338,OPLAH,0.0710234308655429,OPLAH,CID4290,HisToGene
1339,SLC39A4,0.0987330740321861,SLC39A4,CID4290,HisToGene
1340,LRRC24,0.0190739011822129,LRRC24,CID4290,HisToGene
1341,VLDLR,0.0068685106141272,VLDLR,CID4290,HisToGene
1342,PLGRKT,0.0694447626307303,PLGRKT,CID4290,HisToGene
1343,NDUFB6,0.1619492559690481,NDUFB6,CID4290,HisToGene
1344,CCL19,0.0537933901177099,CCL19,CID4290,HisToGene
1345,CCL21,0.0490459844584959,CCL21,CID4290,HisToGene
1346,DCAF10,0.0553772655188499,DCAF10,CID4290,HisToGene
1347,GCNT1,0.0800558257837979,GCNT1,CID4290,HisToGene
1348,TLE1,0.1576979325635061,TLE1,CID4290,HisToGene
1349,SPIN1,0.0570778157419773,SPIN1,CID4290,HisToGene
1350,ASPN,0.0671505806984991,ASPN,CID4290,HisToGene
1351,WNK2,0.0167996392000314,WNK2,CID4290,HisToGene
1352,FBP1,0.0713696842553497,FBP1,CID4290,HisToGene
1353,TGFBR1,0.1259752116922922,TGFBR1,CID4290,HisToGene
1354,ERP44,0.0459718525232382,ERP44,CID4290,HisToGene
1355,TEX10,0.0435437808264973,TEX10,CID4290,HisToGene
1356,TNC,0.0055424974096695,TNC,CID4290,HisToGene
1357,PSMD5,0.1206625375375899,PSMD5,CID4290,HisToGene
1358,PHF19,0.0073802817919775,PHF19,CID4290,HisToGene
1359,STOM,0.0775883729269554,STOM,CID4290,HisToGene
1360,PRRX2,0.0788430081851798,PRRX2,CID4290,HisToGene
1361,NUP214,0.0553134952621357,NUP214,CID4290,HisToGene
1362,PTGDS,-0.0737346687070658,PTGDS,CID4290,HisToGene
1363,OFD1,0.0927195506166493,OFD1,CID4290,HisToGene
1364,SMS,0.1214931648858534,SMS,CID4290,HisToGene
1365,CYBB,-0.0611018936041148,CYBB,CID4290,HisToGene
1366,ITM2A,-0.0357775299429828,ITM2A,CID4290,HisToGene
1367,SH3BGRL,0.08203027337634,SH3BGRL,CID4290,HisToGene
1368,BEX3,0.0883850937848007,BEX3,CID4290,HisToGene
1369,PHF6,0.1157436288402437,PHF6,CID4290,HisToGene
1370,ISG15,0.0200738548251795,ISG15,CID4465,HisToGene
1371,PLA2G2D,0.0950382282396729,PLA2G2D,CID4465,HisToGene
1372,CAMK2N1,0.0498628246255667,CAMK2N1,CID4465,HisToGene
1373,USP48,0.0701106494168086,USP48,CID4465,HisToGene
1374,TCEA3,0.1028334599573009,TCEA3,CID4465,HisToGene
1375,PNRC2,0.0953764674359744,PNRC2,CID4465,HisToGene
1376,LDLRAP1,0.0836019864399289,LDLRAP1,CID4465,HisToGene
1377,IFI6,-0.0413993283529584,IFI6,CID4465,HisToGene
1378,PSMB2,0.1036757785690645,PSMB2,CID4465,HisToGene
1379,GNL2,0.1315251863833161,GNL2,CID4465,HisToGene
1380,SF3A3,0.1531938939618438,SF3A3,CID4465,HisToGene
1381,UTP11,0.1000536706898583,UTP11,CID4465,HisToGene
1382,AKIRIN1,0.0839454098381835,AKIRIN1,CID4465,HisToGene
1383,MFSD2A,0.1736854421098598,MFSD2A,CID4465,HisToGene
1384,CAP1,0.1416928270291305,CAP1,CID4465,HisToGene
1385,CTPS1,0.1686373609281018,CTPS1,CID4465,HisToGene
1386,PPCS,0.1404928989184225,PPCS,CID4465,HisToGene
1387,PPIH,0.1458819495409174,PPIH,CID4465,HisToGene
1388,YBX1,0.021880102224174,YBX1,CID4465,HisToGene
1389,EBNA1BP2,0.130001043863113,EBNA1BP2,CID4465,HisToGene
1390,CDC20,0.1338382801284819,CDC20,CID4465,HisToGene
1391,PTPRF,0.1846296213749356,PTPRF,CID4465,HisToGene
1392,KDM4A,0.1049753859802127,KDM4A,CID4465,HisToGene
1393,EIF2B3,0.1236653538033541,EIF2B3,CID4465,HisToGene
1394,NASP,0.1493030977511654,NASP,CID4465,HisToGene
1395,GPBP1L1,0.1959076479482924,GPBP1L1,CID4465,HisToGene
1396,TSPAN1,-0.0129200003848474,TSPAN1,CID4465,HisToGene
1397,RAD54L,0.157577977582607,RAD54L,CID4465,HisToGene
1398,LRRC41,0.1402721918326535,LRRC41,CID4465,HisToGene
1399,CMPK1,-0.0140056628260855,CMPK1,CID4465,HisToGene
1400,RNF11,-0.0420121992843703,RNF11,CID4465,HisToGene
1401,TTC39A,0.0943248547814085,TTC39A,CID4465,HisToGene
1402,TXNDC12,-0.1121844979394951,TXNDC12,CID4465,HisToGene
1403,PRPF38A,0.0890386279927322,PRPF38A,CID4465,HisToGene
1404,SCP2,0.1441981221330445,SCP2,CID4465,HisToGene
1405,NDC1,0.1260632032756305,NDC1,CID4465,HisToGene
1406,HSPB11,0.1212042553897903,HSPB11,CID4465,HisToGene
1407,TMEM59,0.1053386501263685,TMEM59,CID4465,HisToGene
1408,SSBP3,0.0577010468935097,SSBP3,CID4465,HisToGene
1409,TACSTD2,0.1554551782615091,TACSTD2,CID4465,HisToGene
1410,MYSM1,0.0551781508402901,MYSM1,CID4465,HisToGene
1411,TM2D1,0.1121844241290089,TM2D1,CID4465,HisToGene
1412,PATJ,-0.0255526094184176,PATJ,CID4465,HisToGene
1413,USP1,0.1260089894701931,USP1,CID4465,HisToGene
1414,JAK1,-0.0160382531512839,JAK1,CID4465,HisToGene
1415,LEPROT,-0.0034630095867626,LEPROT,CID4465,HisToGene
1416,GNG12,0.0139703478057602,GNG12,CID4465,HisToGene
1417,SRSF11,0.0135474167796442,SRSF11,CID4465,HisToGene
1418,USP33,0.0413286961478737,USP33,CID4465,HisToGene
1419,IFI44L,0.0417902207707189,IFI44L,CID4465,HisToGene
1420,IFI44,-0.0052571691441284,IFI44,CID4465,HisToGene
1421,GNG5,0.1631036345692155,GNG5,CID4465,HisToGene
1422,LMO4,0.061704353713729,LMO4,CID4465,HisToGene
1423,GTF2B,0.1656370021463121,GTF2B,CID4465,HisToGene
1424,GBP1,0.0738030264533407,GBP1,CID4465,HisToGene
1425,GBP2,-0.0241592565455298,GBP2,CID4465,HisToGene
1426,GBP5,-0.0934308027490104,GBP5,CID4465,HisToGene
1427,LRRC8B,-0.0471327505980577,LRRC8B,CID4465,HisToGene
1428,LRRC8D,0.1425470208896699,LRRC8D,CID4465,HisToGene
1429,CDC7,0.1245356184882223,CDC7,CID4465,HisToGene
1430,GLMN,0.036238279303972,GLMN,CID4465,HisToGene
1431,MTF2,0.0830369766305189,MTF2,CID4465,HisToGene
1432,TMED5,0.0379348821164985,TMED5,CID4465,HisToGene
1433,CCDC18,0.0815821229463915,CCDC18,CID4465,HisToGene
1434,DR1,0.0927108904297381,DR1,CID4465,HisToGene
1435,FNBP1L,0.1818917805419156,FNBP1L,CID4465,HisToGene
1436,BCAR3,0.0393800431368115,BCAR3,CID4465,HisToGene
1437,DNTTIP2,0.0907162357268143,DNTTIP2,CID4465,HisToGene
1438,GCLM,0.1694362322364135,GCLM,CID4465,HisToGene
1439,ARHGAP29,0.0127146598481797,ARHGAP29,CID4465,HisToGene
1440,ABCD3,0.1426503762270096,ABCD3,CID4465,HisToGene
1441,CNN3,-0.0128874137029812,CNN3,CID4465,HisToGene
1442,ALG14,0.0746910035670359,ALG14,CID4465,HisToGene
1443,SNX7,0.0737400035999693,SNX7,CID4465,HisToGene
1444,VCAM1,0.0702563674081502,VCAM1,CID4465,HisToGene
1445,PSMA5,0.1182752287405033,PSMA5,CID4465,HisToGene
1446,GSTM3,0.0443931824296086,GSTM3,CID4465,HisToGene
1447,CD53,-0.1412920141673105,CD53,CID4465,HisToGene
1448,WDR3,0.043523141287966,WDR3,CID4465,HisToGene
1449,PHGDH,-0.0152591447465753,PHGDH,CID4465,HisToGene
1450,CTSS,-0.0698645345286941,CTSS,CID4465,HisToGene
1451,CTSK,0.2402183842297008,CTSK,CID4465,HisToGene
1452,SCNM1,0.188659301340689,SCNM1,CID4465,HisToGene
1453,S100A8,-0.0427150433084853,S100A8,CID4465,HisToGene
1454,S100A14,0.1022238905785738,S100A14,CID4465,HisToGene
1455,S100A1,0.0254660048479299,S100A1,CID4465,HisToGene
1456,CREB3L4,0.165817751678352,CREB3L4,CID4465,HisToGene
1457,EFNA3,0.1440559304480281,EFNA3,CID4465,HisToGene
1458,RIT1,0.081325892397389,RIT1,CID4465,HisToGene
1459,CRABP2,0.1044480286005926,CRABP2,CID4465,HisToGene
1460,IFI16,0.0299294244107247,IFI16,CID4465,HisToGene
1461,USF1,-0.0349785017246565,USF1,CID4465,HisToGene
1462,OLFML2B,-0.0039044404581241,OLFML2B,CID4465,HisToGene
1463,MPC2,0.1897381105965195,MPC2,CID4465,HisToGene
1464,ATP1B1,0.0256744983587167,ATP1B1,CID4465,HisToGene
1465,RABGAP1L,0.0710583862370554,RABGAP1L,CID4465,HisToGene
1466,XPR1,-0.0332363003157463,XPR1,CID4465,HisToGene
1467,LAMC1,0.1132247831204957,LAMC1,CID4465,HisToGene
1468,C1orf21,0.0262751993862324,C1orf21,CID4465,HisToGene
1469,TPR,0.0559782166224136,TPR,CID4465,HisToGene
1470,PTPRC,-0.029230213476324,PTPRC,CID4465,HisToGene
1471,UBE2T,0.2319972917471928,UBE2T,CID4465,HisToGene
1472,NUCKS1,0.0670466298443071,NUCKS1,CID4465,HisToGene
1473,ATF3,-0.0483626013298379,ATF3,CID4465,HisToGene
1474,CENPF,0.2133568031255665,CENPF,CID4465,HisToGene
1475,KCTD3,0.1016761291748801,KCTD3,CID4465,HisToGene
1476,LYPLAL1,0.1221456944352776,LYPLAL1,CID4465,HisToGene
1477,IARS2,0.2277850453705597,IARS2,CID4465,HisToGene
1478,CNIH4,0.2001199000958795,CNIH4,CID4465,HisToGene
1479,NUP133,0.2018006377535829,NUP133,CID4465,HisToGene
1480,ARID4B,0.0452620205902278,ARID4B,CID4465,HisToGene
1481,CHML,0.1736500273228361,CHML,CID4465,HisToGene
1482,SCCPDH,0.1284634433231843,SCCPDH,CID4465,HisToGene
1483,GATA3,0.0895558998783068,GATA3,CID4465,HisToGene
1484,FAM107B,0.110654517435795,FAM107B,CID4465,HisToGene
1485,HSPA14,0.0708046471392313,HSPA14,CID4465,HisToGene
1486,NEBL,0.083609751045052,NEBL,CID4465,HisToGene
1487,BAMBI,0.1011473039975967,BAMBI,CID4465,HisToGene
1488,ARHGAP12,0.1092962156886982,ARHGAP12,CID4465,HisToGene
1489,DKK1,0.0318180482977246,DKK1,CID4465,HisToGene
1490,ZWINT,0.2045850541473493,ZWINT,CID4465,HisToGene
1491,ANK3,-0.0359365207561436,ANK3,CID4465,HisToGene
1492,CDK1,0.243478311929582,CDK1,CID4465,HisToGene
1493,HERC4,0.0186620399715101,HERC4,CID4465,HisToGene
1494,SRGN,-0.0012109036049205,SRGN,CID4465,HisToGene
1495,H2AFY2,0.1925520560702285,H2AFY2,CID4465,HisToGene
1496,ADK,0.1018558408391645,ADK,CID4465,HisToGene
1497,DLG5,0.0534872579046646,DLG5,CID4465,HisToGene
1498,PLAC9,0.0839083262096666,PLAC9,CID4465,HisToGene
1499,GHITM,0.2001294217157054,GHITM,CID4465,HisToGene
1500,SNCG,0.0874174470420168,SNCG,CID4465,HisToGene
1501,ADIRF,0.145781893030872,ADIRF,CID4465,HisToGene
1502,IFIT3,0.0007631771888836,IFIT3,CID4465,HisToGene
1503,FRA10AC1,0.0797525744255767,FRA10AC1,CID4465,HisToGene
1504,EXOSC1,0.1417012020868245,EXOSC1,CID4465,HisToGene
1505,SCD,0.1626770767825013,SCD,CID4465,HisToGene
1506,ARL3,0.1344173033968355,ARL3,CID4465,HisToGene
1507,ADD3,0.0282000437128946,ADD3,CID4465,HisToGene
1508,FAM204A,0.0596229146113931,FAM204A,CID4465,HisToGene
1509,NSMCE4A,0.1056736447904442,NSMCE4A,CID4465,HisToGene
1510,OAT,-0.2195778615724279,OAT,CID4465,HisToGene
1511,GLRX3,0.2124397253110962,GLRX3,CID4465,HisToGene
1512,IFITM2,0.0979878481887562,IFITM2,CID4465,HisToGene
1513,TRIM22,-0.0521660627249004,TRIM22,CID4465,HisToGene
1514,DKK3,0.1268785167722839,DKK3,CID4465,HisToGene
1515,SAA1,-0.0266239254349779,SAA1,CID4465,HisToGene
1516,TSG101,0.0999287654153061,TSG101,CID4465,HisToGene
1517,SVIP,0.2817606488994704,SVIP,CID4465,HisToGene
1518,CAPRIN1,0.1334397687253535,CAPRIN1,CID4465,HisToGene
1519,API5,0.0625812164856844,API5,CID4465,HisToGene
1520,MTCH2,0.1716707984407796,MTCH2,CID4465,HisToGene
1521,UBE2L6,-0.0019848295778544,UBE2L6,CID4465,HisToGene
1522,MPEG1,-0.0387151242914908,MPEG1,CID4465,HisToGene
1523,MS4A7,0.0726768309413882,MS4A7,CID4465,HisToGene
1524,TMEM258,0.1987918268145479,TMEM258,CID4465,HisToGene
1525,CST6,-0.0137260869129144,CST6,CID4465,HisToGene
1526,ALDH3B2,0.1647442051180519,ALDH3B2,CID4465,HisToGene
1527,TESMIN,0.0393019983796704,TESMIN,CID4465,HisToGene
1528,CCND1,0.1317984592964205,CCND1,CID4465,HisToGene
1529,ANO1,0.1094316151036299,ANO1,CID4465,HisToGene
1530,FADD,0.1666920411399362,FADD,CID4465,HisToGene
1531,CTTN,0.2251265633809208,CTTN,CID4465,HisToGene
1532,PRSS23,0.1210643173915212,PRSS23,CID4465,HisToGene
1533,BIRC3,-0.0394195147811802,BIRC3,CID4465,HisToGene
1534,MMP1,0.0921065332848962,MMP1,CID4465,HisToGene
1535,CASP4,-0.0213238154985044,CASP4,CID4465,HisToGene
1536,CD3D,-0.1334709978637623,CD3D,CID4465,HisToGene
1537,THYN1,-0.0309271916834036,THYN1,CID4465,HisToGene
1538,SCNN1A,-0.0197059610083401,SCNN1A,CID4465,HisToGene
1539,MAGOHB,0.230120163322053,MAGOHB,CID4465,HisToGene
1540,GPRC5A,0.1099977427735436,GPRC5A,CID4465,HisToGene
1541,MGP,-0.0430743427675685,MGP,CID4465,HisToGene
1542,C12orf60,0.0218576668266655,C12orf60,CID4465,HisToGene
1543,ITPR2,0.0052766913114529,ITPR2,CID4465,HisToGene
1544,ZCRB1,0.0503324122366575,ZCRB1,CID4465,HisToGene
1545,FAIM2,0.0392035644572975,FAIM2,CID4465,HisToGene
1546,NR4A1,0.0757830031787201,NR4A1,CID4465,HisToGene
1547,KRT81,0.0135579952753352,KRT81,CID4465,HisToGene
1548,PPP1R1A,0.0001383137978262,PPP1R1A,CID4465,HisToGene
1549,MUCL1,-0.1167046370039621,MUCL1,CID4465,HisToGene
1550,NUP107,0.1457606737218119,NUP107,CID4465,HisToGene
1551,LYZ,-0.0506601178477896,LYZ,CID4465,HisToGene
1552,DUSP6,0.0014391117943781,DUSP6,CID4465,HisToGene
1553,ATP2B1,-0.0292375657615246,ATP2B1,CID4465,HisToGene
1554,LUM,0.2558852958975496,LUM,CID4465,HisToGene
1555,DCN,0.2815747181105064,DCN,CID4465,HisToGene
1556,EEA1,0.1239818991306055,EEA1,CID4465,HisToGene
1557,NTN4,0.0205331401297286,NTN4,CID4465,HisToGene
1558,TMPO,0.1759681122603109,TMPO,CID4465,HisToGene
1559,ARL1,0.0996351243495628,ARL1,CID4465,HisToGene
1560,CHPT1,0.1506517149807844,CHPT1,CID4465,HisToGene
1561,SYCP3,0.0420695363223542,SYCP3,CID4465,HisToGene
1562,PWP1,0.036024926528059,PWP1,CID4465,HisToGene
1563,TCTN1,0.0362244416927019,TCTN1,CID4465,HisToGene
1564,MAPKAPK5,0.1121755028816683,MAPKAPK5,CID4465,HisToGene
1565,OAS1,-0.0572536799293677,OAS1,CID4465,HisToGene
1566,OAS2,-0.0916818792300383,OAS2,CID4465,HisToGene
1567,TBX3,0.0586686695049839,TBX3,CID4465,HisToGene
1568,OASL,-0.0551288258646481,OASL,CID4465,HisToGene
1569,ZNF664,0.110955301357349,ZNF664,CID4465,HisToGene
1570,ZNF84,0.140961286210288,ZNF84,CID4465,HisToGene
1571,PSPC1,0.0589117506386023,PSPC1,CID4465,HisToGene
1572,HMGB1,0.0233826718968579,HMGB1,CID4465,HisToGene
1573,DCLK1,0.0026199545731575,DCLK1,CID4465,HisToGene
1574,DNAJC15,0.1278852064933376,DNAJC15,CID4465,HisToGene
1575,RNASEH2B,0.0597214714579926,RNASEH2B,CID4465,HisToGene
1576,COMMD6,0.2018189006592497,COMMD6,CID4465,HisToGene
1577,FARP1,0.1608342168591156,FARP1,CID4465,HisToGene
1578,MCF2L,0.0723215060371277,MCF2L,CID4465,HisToGene
1579,NGDN,0.0956010784989519,NGDN,CID4465,HisToGene
1580,RABGGTA,0.13198939866284,RABGGTA,CID4465,HisToGene
1581,SCFD1,0.089209948791056,SCFD1,CID4465,HisToGene
1582,BAZ1A,0.0159200309885079,BAZ1A,CID4465,HisToGene
1583,KLHDC2,0.1216247753464255,KLHDC2,CID4465,HisToGene
1584,PSMA3,0.1495573169305856,PSMA3,CID4465,HisToGene
1585,PCNX4,0.0768712725555273,PCNX4,CID4465,HisToGene
1586,DHRS7,0.1686047319854931,DHRS7,CID4465,HisToGene
1587,MTHFD1,0.1694441864804982,MTHFD1,CID4465,HisToGene
1588,FUT8,-0.0020521929554342,FUT8,CID4465,HisToGene
1589,COQ6,0.0986226146628861,COQ6,CID4465,HisToGene
1590,FOS,0.0999308536634963,FOS,CID4465,HisToGene
1591,ZC3H14,0.05662060554594,ZC3H14,CID4465,HisToGene
1592,UBR7,0.0801026385685672,UBR7,CID4465,HisToGene
1593,IFI27L2,0.0656726639046768,IFI27L2,CID4465,HisToGene
1594,IGHG4,0.0360987863515787,IGHG4,CID4465,HisToGene
1595,APBA2,0.0226452653814869,APBA2,CID4465,HisToGene
1596,EMC4,0.1283570878518745,EMC4,CID4465,HisToGene
1597,NUSAP1,0.2013033275838801,NUSAP1,CID4465,HisToGene
1598,TUBGCP4,0.0331182511076772,TUBGCP4,CID4465,HisToGene
1599,TP53BP1,0.023502807217419,TP53BP1,CID4465,HisToGene
1600,SPG11,0.0289133602724506,SPG11,CID4465,HisToGene
1601,MYEF2,0.1097257893661372,MYEF2,CID4465,HisToGene
1602,TMOD3,0.1412096356685949,TMOD3,CID4465,HisToGene
1603,LEO1,0.0710852198738923,LEO1,CID4465,HisToGene
1604,MYO5C,0.0197166696258349,MYO5C,CID4465,HisToGene
1605,ARPP19,0.0343488352754739,ARPP19,CID4465,HisToGene
1606,ADAM10,0.0999061008953529,ADAM10,CID4465,HisToGene
1607,CCNB2,0.1586825059264865,CCNB2,CID4465,HisToGene
1608,GTF2A2,0.1627581172578999,GTF2A2,CID4465,HisToGene
1609,VPS13C,0.0488742854083574,VPS13C,CID4465,HisToGene
1610,C2CD4A,-0.0036597105521282,C2CD4A,CID4465,HisToGene
1611,TPM1,0.0409590191754127,TPM1,CID4465,HisToGene
1612,CILP,0.027360561175246,CILP,CID4465,HisToGene
1613,ITGA11,0.1289333962389226,ITGA11,CID4465,HisToGene
1614,UACA,0.1161287737774322,UACA,CID4465,HisToGene
1615,RCN2,0.1298003783515855,RCN2,CID4465,HisToGene
1616,PSTPIP1,0.0392249044107824,PSTPIP1,CID4465,HisToGene
1617,LINGO1,0.091176280628774,LINGO1,CID4465,HisToGene
1618,ISG20,-0.1076091889786168,ISG20,CID4465,HisToGene
1619,PRC1,0.1606306182963187,PRC1,CID4465,HisToGene
1620,SNRPA1,0.2272640657435845,SNRPA1,CID4465,HisToGene
1621,SBK1,0.0861253939459555,SBK1,CID4465,HisToGene
1622,MT1G,0.1747560581440899,MT1G,CID4465,HisToGene
1623,NUP93,0.0870465790336158,NUP93,CID4465,HisToGene
1624,CX3CL1,-0.0683286024140956,CX3CL1,CID4465,HisToGene
1625,CMTM3,0.0379316477582667,CMTM3,CID4465,HisToGene
1626,CBFB,0.1416930810486722,CBFB,CID4465,HisToGene
1627,PRMT7,0.1053636772918144,PRMT7,CID4465,HisToGene
1628,CDH1,0.1993213426173673,CDH1,CID4465,HisToGene
1629,ZFHX3,-0.0063560354151781,ZFHX3,CID4465,HisToGene
1630,CFDP1,0.0583120191042359,CFDP1,CID4465,HisToGene
1631,TERF2IP,0.0233092799478351,TERF2IP,CID4465,HisToGene
1632,ITGAE,0.11456821220268,ITGAE,CID4465,HisToGene
1633,ALOX15B,0.0252443168005041,ALOX15B,CID4465,HisToGene
1634,TRPV2,-0.0777878959831595,TRPV2,CID4465,HisToGene
1635,B9D1,0.0427822317326386,B9D1,CID4465,HisToGene
1636,UNC119,0.1394333535164117,UNC119,CID4465,HisToGene
1637,PIGS,0.0928394499912092,PIGS,CID4465,HisToGene
1638,SPAG5,0.1686325963230369,SPAG5,CID4465,HisToGene
1639,KIAA0100,0.0568079007504706,KIAA0100,CID4465,HisToGene
1640,SDF2,0.1102488119312435,SDF2,CID4465,HisToGene
1641,SUPT6H,0.0611642203867311,SUPT6H,CID4465,HisToGene
1642,TRAF4,0.1593516323242496,TRAF4,CID4465,HisToGene
1643,CPD,0.0453468067145589,CPD,CID4465,HisToGene
1644,GOSR1,-0.0557431190515232,GOSR1,CID4465,HisToGene
1645,RNF135,0.0547229399672563,RNF135,CID4465,HisToGene
1646,CCL2,0.0224412747555649,CCL2,CID4465,HisToGene
1647,SLFN5,0.0520642786795302,SLFN5,CID4465,HisToGene
1648,AP2B1,0.1358640040380876,AP2B1,CID4465,HisToGene
1649,ZNHIT3,0.1435489511570113,ZNHIT3,CID4465,HisToGene
1650,MYO19,0.202002372757246,MYO19,CID4465,HisToGene
1651,GGNBP2,0.1149274926348836,GGNBP2,CID4465,HisToGene
1652,ACACA,0.0800606682520007,ACACA,CID4465,HisToGene
1653,DDX52,0.0749271457480439,DDX52,CID4465,HisToGene
1654,SOCS7,0.0635995906690076,SOCS7,CID4465,HisToGene
1655,SRCIN1,0.0060614941452646,SRCIN1,CID4465,HisToGene
1656,MLLT6,0.1172401153196542,MLLT6,CID4465,HisToGene
1657,PCGF2,0.0239521786492215,PCGF2,CID4465,HisToGene
1658,PIP4K2B,0.0963400212653516,PIP4K2B,CID4465,HisToGene
1659,CWC25,0.0358478320278742,CWC25,CID4465,HisToGene
1660,LASP1,0.1120000861076856,LASP1,CID4465,HisToGene
1661,LINC00672,-0.029422937775145,LINC00672,CID4465,HisToGene
1662,MED1,0.154306256423739,MED1,CID4465,HisToGene
1663,PPP1R1B,0.1055638590834364,PPP1R1B,CID4465,HisToGene
1664,PNMT,0.0420325523946455,PNMT,CID4465,HisToGene
1665,CASC3,-0.0363952669445023,CASC3,CID4465,HisToGene
1666,CDC6,0.1378463206249432,CDC6,CID4465,HisToGene
